,district_id,economy,area,district_name,cwc,composite_norm_workConnection,popres,popfloat,pop,Dens_Pob,logecon,logecondse,popdense,logpopdense,treat,score,score_treat,treat2,score2,treat3,score3,treat4,score4,score2_treat,score_treat2
0,1,179.2,231.840154913,榆垡镇,0.7852859100355392,0.35014567916159645,56002,11917,67919,493.05300000000005,5.18850250054083,-0.2575456462205873,292.9561534561914,5.680022950911655,0.7852859100355392,0.3415198056067229,0.26819069134103585,0.616673960500345,0.11663577762165381,0.4842653722667335,0.03983342810013617,0.38028677355918095,0.013603904621407878,0.09159243277232318,0.21060637111280572
1,2,59.1,133.186161062,安定镇,0.9070405228224124,0.5802242932550715,29963,2745,32708,414.69800000000004,4.0792309244120535,-0.8125169323657492,245.58107042948689,5.503627118504067,0.9070405228224124,0.35093215139398387,0.3183096820755931,0.8227225100419553,0.12315337488201002,0.7462426556462226,0.04321847879877359,0.6768723285297352,0.015166753744828896,0.11170510154032293,0.28871978044928187
2,3,24.9,72.0802849115,石楼镇,0.7142451484436932,0.4808791818402024,28902,2791,31693,742.87,3.2148678034706624,-1.0629127625338728,439.6902709098969,6.086070549287196,0.7142451484436932,0.3176329887170448,0.2268678211768196,0.5101461320753534,0.10089071552132232,0.36436939983213673,0.03204621950483875,0.26024907607144393,0.010178936478404389,0.07206070408411729,0.16203924061353478
3,4,883.3,7.39367584987,黄村地区（黄村镇）,1.0382085255290898,0.5583060233412124,16837,10896,27733,6343.06,6.783664893751086,4.783039873814888,3750.908284745485,8.22975329890199,1.0382085255290898,0.17220391282346184,0.17878357042278625,1.0778769424812868,0.029654187591710447,1.1190610311553002,0.005106567134893489,1.161818703132807,0.0008793708417243537,0.030787230375352734,0.18561462703746712
4,5,196.5,119.85388986,采育镇,0.9601234295124472,0.4045565639694619,34073,6072,40145,565.948,5.280662431309316,0.4943890148855217,334.94949598125623,5.813979762194991,0.9601234295124472,0.3339577382520016,0.3206406489627319,0.9218369998987432,0.1115277709383924,0.8850773017942468,0.03724556213487284,0.8497834543823155,0.012438443690486526,0.10708042591924796,0.3078545995231949
5,6,280.5,110.33478086299999,窦店镇,0.8518029750451639,0.3976922677330543,65574,25916,91490,1401.34,5.6365737249627506,0.9330545187356294,829.2036226872185,6.72046574944646,0.8518029750451639,0.2758636750542344,0.23498149911808924,0.7255683082957921,0.07610076721442824,0.6180412436048424,0.02099343731821897,0.5264493700032176,0.0057913267706245965,0.06482285991646944,0.20015794002936096
6,7,92.3,134.860420546,魏善庄镇,0.8905146970915814,0.5000814371246022,43712,14406,58118,728.377,4.525044141508807,-0.3791961801822082,430.94927158540435,6.0659903838388285,0.8905146970915814,0.3188777065294696,0.2839652842393488,0.793016425736111,0.10168299172149455,0.7061927821530414,0.03242443919320523,0.6288750514872767,0.010339430805433529,0.0905501985722325,0.25287525907892855
7,8,72.7,188.346356043,琉璃河镇,0.7317116890923364,0.3980615110798569,59931,7180,67111,601.3480000000001,4.286341384539473,-0.9519412026792784,356.31695462522435,5.875820656731472,0.7317116890923364,0.3303555091258137,0.24172498758340788,0.53540199595436,0.10913476240977557,0.391759898803173,0.03605326999920612,0.2866552972719125,0.011910396366238163,0.0798551813415477,0.17687299896047945
8,10,100.6,61.772745513400004,良乡镇,1.1114329182025502,0.4220261460612993,18978,4967,23945,655.8480000000001,4.611152257665639,0.4876900015860259,387.6304962810136,5.9600525566970965,1.1114329182025502,0.32534336849971285,0.3615973294694835,1.2352831316642365,0.10584830742673995,1.3729343358319674,0.03443704488820875,1.5259244153742038,0.01120386418510565,0.11764329321010225,0.401891175106517
9,11,57.9,98.83613821040001,长子营镇,0.8807816758610241,0.4990300980147186,32985,8281,41266,706.196,4.058717384578951,-0.5347459246571601,417.5193481573908,6.034330886109066,0.8807816758610241,0.3208280539962755,0.28257947106207065,0.775776360532554,0.10293064023103707,0.6832896029232289,0.03302303700191437,0.6018289615611353,0.010594716698371188,0.09065942180014097,0.24889082008597235
